Id,User_id,Movie_id,Date,Is_liked,Is_on_my_list
df219eb2-6da1-426a-b91e-a3194b92d4df,5,62649,2020-04-14,1,0
71c5903a-cb04-426a-9560-5f7399a1840b,5,2005,2020-02-24,0,0
c043671c-9eb3-4f49-8c59-3b2745854439,5,7317,2020-03-09,1,1
c7aaa4ca-844b-4223-8722-538822fc37e4,5,80213,2020-10-12,0,1
3846212f-9d35-482e-811c-c28717308c7c,5,60741,2020-09-25,1,0
e952db28-7f04-432c-8e6d-2d0f75102abf,5,114505,2020-09-08,1,1
b99bcaf2-8f9e-4e37-a273-db7464c38370,5,58811,2020-08-11,1,0
b1d13488-f15a-49e6-afd0-7cc11be7f7a6,5,61456,2020-07-27,1,0
67858162-cb32-4a46-a034-b71e48533451,5,65817,2020-12-04,1,0
51af0d09-9223-4c02-81c0-5bf222c4b84b,5,210916,2020-10-04,1,1
6dcad147-1548-404e-a441-823ba8a6d057,5,101972,2020-04-09,1,1
8e5ddbdd-4fda-4c5a-af2f-e89a256db5fb,5,96557,2020-09-07,1,0
3f70c7e1-1c55-480f-beff-4581eec7b634,5,17610,2021-01-13,1,0
63716cf4-1872-4493-8ca0-7a681bd6a56d,5,2122,2021-01-26,0,0
476c413d-5737-4597-b47d-9ea6347c3e08,5,42503,2020-10-02,1,0
7d465dae-0652-4454-bc90-7dee36c54a15,6,513,2020-05-14,0,0
2727096f-76ce-4d26-87a1-4aacad0b58d1,6,4606,2020-11-14,1,0
8251a5eb-1528-4aa5-aed2-06573f7ffcd3,6,63767,2020-01-23,0,0
6ccb8afc-3408-4cae-a46a-ca0a9f5c8943,6,80564,2020-07-03,1,0
cb1f83b0-faa7-4e19-adec-35ff0f2db4ab,6,89287,2021-01-18,0,1
5351e91d-33d0-4515-a57b-1f63b15a014c,6,67389,2020-08-06,1,1
23ab6acf-6420-4972-94ec-0d75f192d86e,6,70215,2020-04-06,0,0
f1cc231a-06a7-48d1-8686-6a420f684b3b,6,61398,2020-06-30,0,1
38e39d26-7f0f-48b9-9563-d1572c0e39a3,6,86673,2020-12-13,1,0
b7de3fb7-8a08-409a-bd86-9b71311a9d1f,6,75214,2020-02-03,0,1
bbe26678-5c30-4fc2-9949-a9ff2480a818,6,89247,2020-02-22,0,1
12d6ced2-21bd-49b0-99b2-70353519fddf,6,35753,2020-05-17,1,0
79457750-9ad8-4293-84b8-72fc66ac4067,6,62977,2020-03-30,0,1
11e04673-9e97-40a8-98ee-329ac6526c23,6,9051,2020-02-28,1,0
06f8b3ac-5b09-4c41-a4d6-cb583de46d6e,6,35279,2020-01-03,0,0
a271a228-ac78-49b2-b8c4-156d4c6a6a73,6,114395,2020-10-12,1,1
c4398458-561b-48ed-865d-7a3aee46fd48,6,96580,2020-04-30,0,0
48ee61e9-1755-4764-a5f1-70c5afe7c76f,6,61585,2020-01-19,1,0
4e1c5f60-8d27-456a-ae46-e7b01a613db0,6,45140,2020-04-12,1,0
3145966d-6fb7-4f0d-be30-2bddc321131b,6,104819,2020-12-11,0,1
1b322ecd-2629-47a9-9f82-c2d38458955b,6,71740,2020-04-17,0,0
8ab90465-1033-47e6-bfb8-77cf7c22d29f,6,79026,2020-04-12,0,1
262ae2f0-03ad-4f61-b87b-8d98f43c84a6,6,56425,2020-01-23,0,1
5368d8bb-e392-411d-8f50-53d37563426b,7,387,2020-03-04,0,1
8898ede7-706d-47d6-8b44-8353c2747299,7,72462,2020-05-17,0,0
045b1e48-e358-405c-9cc1-8af9f6586fa8,7,47,2020-03-19,0,0
51bc17d1-f38b-4c7a-b3a5-a0e5dede1fe5,7,68202,2020-06-20,1,0
a1fac0d9-27ea-4bb1-8d07-7fd486163023,7,78191,2020-11-14,0,0
9f46d362-1795-4363-bb04-fac8947a58d2,7,2875,2020-02-15,1,0
54878d64-11dd-40f9-b4b4-ac314b473d25,7,62745,2020-12-16,1,0
4e9f08ef-1473-4b76-9253-03107cbff03f,7,105213,2020-04-20,1,0
21bb418a-724c-487d-83fe-531e0997c81b,7,85723,2020-05-26,1,1
bda615ce-b22a-48c7-a775-462485fbc74f,7,114892,2020-04-24,0,1
90b9751b-95da-4b56-8d49-5996fc12f3de,7,101591,2020-06-11,1,0
f5e69384-4f5b-4215-afe1-ad9c16e415b9,7,88046,2020-07-05,0,1
65bfc906-252b-4893-9fd8-15828161c472,7,2263,2020-09-05,1,1
b92426f9-3c2b-4707-9ee6-ff524f203a1c,8,99777,2020-05-20,1,0
04c8777c-a6e1-4e48-9927-7f2646e7eb17,8,2345,2020-07-28,1,1
aee37201-cc27-4c5c-81d4-6aef42867cd9,8,648,2020-01-23,1,1
4edcf5c5-b126-4623-914e-651f445469e1,8,135934,2020-06-26,0,1
1a627c9f-161f-4205-a637-8f025a76a95d,8,80477,2020-02-29,0,1
aed2e26d-9a98-4954-a3a3-32c6b4a23358,8,92209,2020-02-08,0,0
708b3009-737a-4d41-bb24-a472a2f4c7f6,8,108261,2020-01-08,0,1
658db6a6-21bc-4b52-97c0-cefee2e519a1,8,106519,2020-09-17,1,1
df720844-76a3-4cd9-9420-1a77d98ba39d,8,82747,2020-03-26,1,0
17dd3fa2-aadc-428b-a024-e1d4fbb2b824,8,70540,2020-04-18,1,0
3c0555e8-07eb-40c5-b245-46619b9961e4,8,73157,2020-01-28,1,1
15112256-58fa-45f7-86ed-8d6643eddc2d,8,81046,2020-06-14,1,1
c3ce9c0a-ae46-4515-bdd9-22278bed7845,8,124010,2020-03-14,1,0
0e9a46cb-c341-4ced-88d3-e101534fe752,8,92468,2020-11-29,0,0
04ba2c24-e0dd-4896-9f7e-284598c2ef43,8,62413,2020-12-24,1,1
34dc2fbc-ce15-456e-9950-a2e3c1b75dd6,8,18685,2020-11-01,1,1
1185c309-6057-4daa-b9a7-3640076d71c2,8,42009,2020-02-24,1,1
a194156f-ea55-42e1-ac09-3199c4c864b7,8,80213,2020-06-13,1,1
720b3c5a-7981-453c-b115-c741fbc59d23,8,66078,2020-02-10,0,0
cdcb6bc6-faa8-42cd-9cf7-c8caedd08d66,8,12782,2020-08-30,0,1
e0cc007c-f176-4e42-932f-9e25d0754ea7,9,62450,2020-12-11,1,0
cb6c1fc1-1dac-4b1c-b971-9667e521dc55,9,96777,2020-03-25,0,1
63f8f2da-38bd-48be-91ab-157bc5089d71,9,1457,2020-04-11,0,0
66791a1a-feb4-4dd2-b6b7-d85503aabcfd,9,186,2020-07-03,0,1
b3e755f2-f552-498c-b470-68d3987dffcf,9,46880,2021-01-20,1,1
6dbd4139-4b90-4ace-80d8-3e02e7f74534,9,8724,2020-07-21,1,1
8757e04e-b371-47f2-a8e9-da84d92a9fa4,9,3016,2020-12-18,1,0
ebbd5e53-ed25-49e7-afd6-12cf08216c53,9,424,2020-03-02,1,0
ebec5b61-d8a2-49e3-95f2-bed1999071f2,9,9156,2020-03-15,0,1
e8639dfb-b9d8-476a-b431-dc0786047b74,9,103465,2020-09-16,0,0
1b0e8b59-3824-4691-b7db-51ea9c5f4ad8,9,44549,2020-12-12,1,1
27572518-62eb-43bd-ac26-e051611e51af,9,64199,2020-06-02,1,0
49764650-d2e4-4d7f-8eba-8d7b26631aba,9,58811,2020-10-31,1,1
9ef56f7e-ad04-4d7b-9024-f974a796ab9c,9,46157,2020-09-25,0,0
76722c1d-bb0c-4bbe-bd18-74d8ac3d14e6,9,90260,2020-10-24,0,0
166f0f2a-7d6d-4b1a-b407-47e0ec0658d6,9,114395,2020-07-25,0,1
5b17b6d7-b050-4e84-9259-3269d308c6e8,9,1428,2020-02-06,1,1
02d79b53-977a-4399-a672-5630e13d7dcd,9,45579,2020-12-03,0,1
316e3cba-5d50-45f3-8751-816577503aba,9,4606,2020-10-20,1,0
97f0815a-549b-4344-8a7f-e4c2da6e70b7,9,81349,2020-12-26,1,0
4c7a0f81-dc12-4515-8d4b-1aaa544945ab,9,14009,2020-12-20,0,1
697f0f0e-8b92-4d93-be17-c4d3687dd021,9,63333,2020-11-23,1,1
6d3940f2-18bc-4c2c-9ede-78f1ff8db038,9,72787,2020-07-27,0,1
3eb88519-a873-4ae6-b33a-278955351255,10,4625,2020-04-01,0,0
0da4a847-a339-456a-bb1b-1c314bdafaf6,10,63441,2020-03-31,0,1
99de643a-57af-4529-ae2f-fe1022f69896,10,4454,2020-11-21,0,1
1f963400-b2ae-46be-ba37-72b51bfb67e8,10,3611,2020-07-25,1,1
cd54405d-b8b3-4c3d-b255-2e4f452bf5c0,10,42705,2020-12-06,0,0
02aa5ceb-4f36-4d02-a1ff-560ced4c6ae5,10,58937,2021-01-03,0,1
2755debb-9ee9-4db6-83d4-1a5a6a54a2b3,10,89852,2021-01-11,0,0
ce6f5b90-ec17-46b9-b3fc-e419eeb3c5da,10,113367,2020-01-31,0,1
db37e7af-16d9-472e-8cba-c77f09edfa77,10,1402,2020-05-04,1,1
ab247596-ff8f-4a11-8e12-2eff486be22f,10,154825,2020-04-19,1,1
565ef52f-6aa5-4fdc-8ac7-f7685f4b1e70,10,61744,2020-07-15,1,0
76e5757e-44c5-4f68-953b-0bd133dcf812,10,93149,2020-10-14,0,1
18952f71-eef4-466c-bee1-72cb4c33fceb,11,32692,2020-12-08,1,1
d0fa60a5-cb70-4705-8a74-237d0a23b066,11,1649,2020-06-14,0,1
f8bf59ff-4017-4fff-91a0-3b285d23ac68,11,1558,2020-09-16,0,0
7fa8c7cf-b402-45b1-810d-1c31e781311e,11,3868,2020-06-21,1,0
1e37c224-7753-4b97-a57d-63d65ee8237a,11,1450,2020-07-22,1,0
16c48240-dd0b-45a7-b33e-a54bd417848b,11,10400,2020-06-27,0,1
cd28edf9-9851-47ba-97b9-1fe9d15fcacd,11,90669,2020-08-19,1,1
bd7e1cf6-a37a-4f4d-9d8f-4049041d5515,11,2140,2020-12-18,1,1
2bf0949a-9813-4cce-adb3-cc5d9bb4742f,11,106519,2020-03-01,1,1
65f1a6cc-f8bb-4b88-a4bc-1644043be0ed,11,61611,2020-10-03,1,0
58e0d2c0-93bb-46ae-892d-b81fd3e28ddd,11,91520,2020-05-10,0,0
77f9273f-fb61-4e05-b28d-59a5768e8774,11,4357,2021-01-20,0,1
abe0080e-ec23-45b7-8ca6-fe6abd9b0488,11,100883,2020-03-07,1,1
89465011-9b74-45eb-b07c-a1b291ea7014,11,110492,2020-11-23,1,1
92374db5-c00b-4bf1-b64c-6265e5c7a7a2,11,68421,2020-12-17,1,1
9e4e5313-c5ef-4f44-b6e3-9cb012183f90,11,99494,2020-12-13,1,1
25e68dc4-ee5f-420b-8f8b-f6e146d17758,11,77601,2020-01-23,1,0
5253c96e-688d-44da-a8e8-3e5b46b42590,11,97175,2020-11-19,0,1
26f33219-7226-42d9-9a2f-8f9bc9d2a105,11,31718,2020-02-07,1,1
72748721-12d6-4e2e-81c6-a9726c9d1e8d,11,72339,2021-01-07,0,0
66fbabb2-6608-4e69-a6a4-e3c30ed53fbe,11,60957,2020-04-15,1,1
08b1e211-a9e7-48eb-befe-5d48719d700a,11,88987,2020-03-09,0,0
fb017acc-7772-4e25-998f-2a57abdd9f2b,12,1100,2020-07-09,0,1
74703dd5-3de7-4f91-a496-ffbe578568e8,12,72636,2020-08-20,0,0
40fc5b22-d9a0-4e08-9fb2-be80f223c146,12,93812,2020-01-18,1,1
23e65838-96c5-4f5f-8f41-2dee73b4d6dd,12,12614,2020-05-03,0,1
d0af57d1-1945-4478-a313-1359333728f7,12,127581,2020-06-04,1,0
4319b058-a4c6-446c-9cac-468a54410541,12,83478,2020-03-02,1,1
bbfb71d5-0685-478e-b359-af18670c1b14,12,236,2021-01-25,0,1
40d3bf50-a9ba-43e1-a4d4-6c8fc80bd6a6,12,60685,2020-08-18,0,0
816e2c7d-8f20-4eae-a132-3ae30aeac29c,12,99777,2020-04-17,1,0
7096e342-ace8-4a3f-a0fe-5c6b50418ec0,12,1269,2020-09-11,1,0
aca45260-885a-4759-af7b-0f23550e4f79,12,8803,2020-03-03,1,1
64bfed10-9de6-4aea-be4a-d0e9941025bf,12,2263,2020-09-13,0,1
844e0c2d-07e4-41ae-9253-af4e3e128d7d,12,38464,2020-08-14,1,1
052e42fc-bdf1-4ffe-a493-a4189535d634,12,44953,2020-12-23,1,0
0df53db2-4f0c-4dc0-bec8-0a7aef95c5f3,12,849,2020-06-14,0,0
8e709ad5-ae42-46bf-a4a6-5b94a0d89c6c,12,106651,2020-01-11,0,0
216c9bb4-2e10-4d04-a67d-a57132155270,12,42444,2020-11-21,1,0
2843fb65-7d56-48ec-b263-5850efb8cc87,12,578,2020-06-09,1,0
7ad14b1b-ce41-4195-b7e9-26b8177f2b37,12,72615,2020-07-10,0,0
3aa4f17f-d80c-41e2-8050-695aec265245,12,35279,2021-01-17,1,0
521a941c-e4ad-4333-b053-fda13a8264a3,12,90855,2020-06-11,1,1
ac42220a-9604-4d79-9d9c-0a86c2f996e3,12,46671,2020-05-11,1,0
37c20aff-2c34-4ec1-94cc-6a7f33c63d71,12,64439,2020-07-12,0,1
417c96ea-daac-40af-801f-af5dcbedfad9,12,50825,2020-03-17,0,1
d5867aa1-c544-4555-bfc7-3f70f303f9e0,12,67133,2020-02-29,0,1
61ee4873-c8c8-485c-b01e-9a2ab8897ff8,12,37527,2020-11-06,1,0
4c5a59f8-af58-4aef-9b60-2494740d44da,12,100043,2021-01-22,1,0
7e049628-9b5e-4008-869b-d913ba0f4b43,13,21641,2021-01-02,1,0
30b58bf7-6231-4554-b269-295b015b4230,13,8974,2020-10-07,0,0
c86e3b5c-e1a9-458c-acbc-27ac9e7b4a43,13,25707,2020-12-12,0,1
70195c16-c182-4ad3-9bd5-2fcc8d7c5c62,13,1087,2020-05-06,1,0
35194bd8-776e-44ef-93b3-917e84d0cf14,13,94667,2020-05-02,1,0
69eb0a1b-b6f2-4963-a332-1f343377a963,13,4278,2020-06-01,1,1
df5957fd-1380-40b3-84c9-2f1c48d79dc3,13,67075,2020-12-19,1,0
ad56fe23-4ca1-4bc4-a1bc-439aef110aff,13,790,2020-09-23,0,1
d94bbb81-42da-428a-97b1-12c5e7fa78c7,13,66496,2020-01-18,0,1
c7af7f45-fec3-4ddb-8355-9d5ca91b1675,13,61585,2020-10-27,0,0
019dd9ef-74ee-4dea-b7b4-b7fa5f9a802c,13,4613,2020-02-25,1,1
2d2acdc7-1134-4e18-9fc9-fe7f9f92c809,13,62017,2020-12-05,0,1
766e30a5-f315-4cad-b4ee-df2f57b8164d,13,152483,2020-10-10,0,0
e634b139-9604-4ab8-a9c7-43a70eadc8b3,13,236,2020-10-27,1,1
1d662f2e-20d2-4be9-877b-4faf47f71db3,13,61888,2020-08-07,0,1
70a3775b-e51e-4bbd-825b-bd1dcd6f5528,13,42445,2020-09-29,0,1
0bbe6030-501c-4e08-8ca9-0beb9131d5cc,13,98387,2020-04-23,0,1
5e2cfcf1-e97a-4623-9d2e-e64dee960cdc,14,114501,2020-09-30,0,0
da5c712c-903c-4fd7-940d-69089e210016,14,79818,2020-07-28,1,1
8167ee11-7a93-4890-80bc-d8b61f1b74ad,14,67198,2020-07-05,1,1
a1e86e70-3ba2-4237-a3a7-bf077749a947,14,61929,2020-01-26,1,1
766f7de3-6ff1-4fc4-93f3-2d2cb230e4b3,14,42511,2020-09-21,0,1
e772aca2-3a54-4c2d-8f68-b3e458c50294,14,61418,2020-05-15,1,1
911d0891-5e63-44f1-81f8-72e1c5901c6a,14,46298,2020-06-15,0,0
0b3343fc-d89d-40cd-b059-bbeb9f6cdc01,14,32605,2020-03-09,1,1
6e55af41-aadc-4cd6-add5-2068443e8f67,14,94167,2020-11-10,0,0
3b9dd190-d227-49d0-aa4b-1d62b764a8f6,14,44264,2020-04-05,1,1
d506366b-27e8-40a1-b621-6113e34d08a3,14,88408,2020-04-23,0,1
a1dec26d-ef6d-4146-999d-2097f7f08a99,14,47450,2020-09-07,0,0
5a0ecaab-e02b-48b9-83af-51ba32636962,14,958,2020-04-19,1,1
379011fc-4a5c-4740-a593-91cb65947d54,14,2734,2020-01-03,0,1
903f4785-655d-4c8a-bff6-85efa9ff09d2,14,96716,2020-04-03,0,1
5b55c7d2-fd9c-4b79-bfd0-2950d0f90da3,14,44217,2020-10-27,1,0
19053cfd-e62b-4623-b1f1-538c12e8eff9,14,42511,2020-09-13,1,0
d906e723-b709-4d22-afec-7390368eaf83,14,71146,2020-10-25,1,0
cb37dedc-0666-400c-b5f0-2925fbfcd62f,14,90630,2020-10-25,1,1
e6555c9c-c740-4a32-91e6-8163a9d87917,14,112314,2020-10-03,1,0
435ecea1-7fa1-4267-80fd-3c07cc5fbf58,14,56998,2020-11-19,0,1
ab939ce2-e35c-4917-95ba-2c6384dee7d0,14,1409,2020-12-17,1,0
34ed1620-4dea-47aa-a6a3-1983485fdc9d,14,198102,2020-06-26,1,1
c33164ec-efd0-4f27-983c-c791f4c2d9ea,14,33907,2020-11-24,1,0
437488b6-e3a2-4034-b930-84d64bf0dfe9,14,10926,2020-05-01,0,0
55608a3a-1c78-4c40-9c1b-aef16cb020c3,14,1423,2020-12-21,1,1
5f493492-1258-43d4-b443-18fa702060ac,14,67384,2020-10-27,0,0
eef5db20-37fe-4cb2-baf3-4033e13bd217,14,110529,2020-08-28,0,0
646e6256-5847-42cc-81ae-da20b366899b,14,10926,2020-08-17,1,0
c45b71ba-c6e3-411f-89a9-7d5590c160ac,15,63109,2020-06-19,0,0
97cc26e9-d2de-4abe-8a16-6dfaef1f0e24,15,77169,2020-01-02,0,1
e1a3c490-16a8-4fc3-b3d0-cdb985103ebe,15,129478,2020-06-09,0,0
8b2f80ef-3c28-4833-939d-60f0dc539ecb,15,2316,2020-05-26,0,0
6597814e-8044-49fd-8ef4-1bd7513c5364,15,81559,2021-01-28,0,0
27a29bfa-bb32-4be3-8239-41df3e6e3590,15,877,2020-09-20,0,0
0441ad4f-0be2-46fa-b769-82260e536e0c,15,15819,2020-05-07,0,0
61faaa40-5956-4990-87a6-ed50d9439522,15,74083,2020-11-05,1,0
8c10f722-fdf5-47d5-b0b6-85b04587350c,15,35016,2020-06-25,0,0
b61e95fa-b730-4ceb-aa23-baff66dfb5d7,15,15621,2021-01-19,1,0
708a79a5-8063-463f-ae4b-53882d86c9a8,15,2985,2020-02-17,0,0
3640c883-9583-480e-8d75-f88e8900ac36,15,83867,2020-01-17,1,0
3f180b3f-d078-4cdd-8b8a-c7bb4553e833,15,7458,2021-01-27,1,1
1be50aa7-f7e8-445c-9fbf-660d06ca133f,15,97175,2020-08-28,0,0
20e6c9d3-85ae-495e-b271-3a7faa9aac92,16,87104,2020-06-19,1,1
d3a9bc9a-33a1-4914-a3bb-2c1210f2ee25,16,2275,2020-05-18,0,0
9703fac3-ed73-4044-af03-74e920833b63,16,96677,2020-06-07,0,0
2fa63199-06ee-4ce2-9732-0140ca5f2e6b,16,58811,2020-01-04,1,1
52a31ddc-7f6c-4afd-b63d-03954c712c10,16,89901,2020-09-16,1,1
92669519-c9d4-40f5-9f6d-2b6fb8e6d06e,16,101512,2020-01-25,1,0
96103fb5-4749-4ada-8b08-3de675037307,16,90972,2020-07-14,1,1
387c6ff3-fb53-44c3-8766-df6091505a2b,16,219,2020-10-27,1,1
db323b4c-2281-46c0-a404-7c430f7f2187,16,124271,2021-01-27,1,0
758e5e5d-c4e1-4cb8-a8c3-6e4f08d2dcc7,16,87104,2020-01-02,0,0
191bc49a-fe80-4a68-920e-915d3dc0b9a7,16,2617,2020-08-21,1,0
317b25d2-bfa1-42bc-83ff-7bb03749e673,16,2429,2020-02-19,1,0
51c0afad-deef-4737-bab1-c8a0c83b4d6c,16,513,2020-04-07,0,1
20197c0a-3fa0-47c1-a793-407a430585cb,16,16997,2020-03-27,0,0
5bbd04d3-317a-427e-ab8b-22b1f976885e,16,83121,2020-06-29,0,0
752b677f-6ea2-47f8-b963-62b7d96045de,17,1480,2020-09-01,0,0
92e9c816-6333-49f9-95ad-ec1de906c791,17,99494,2020-05-30,0,1
5c2c0428-e1f1-4c69-9772-90d79ef1d25e,17,167,2020-01-08,0,1
bd80f8c5-7134-4f84-b4d5-be25f1b0ba86,17,21729,2020-06-25,0,1
80357846-8ab7-45a9-8145-789fb882f8b8,17,3570,2020-03-30,0,0
d998dd88-122b-4da2-bba6-b6e6fa32b55f,17,86836,2020-01-23,0,0
5264eb1c-011f-488c-9787-b9af58d036e2,17,604,2020-08-03,0,1
53169ad5-8db9-4c7b-9d3c-fa16247dbbbb,17,97860,2020-11-14,1,1
fedc01bb-9c34-463e-b0c8-ca14b8a076c9,17,99121,2020-01-19,1,0
97f6d329-3074-4c25-b455-e754e83ca087,17,86382,2020-10-23,1,1
42126677-7c82-42e9-b064-1ee5d66226f6,17,154521,2021-01-02,0,1
1699596a-22d0-4ae3-a2d7-c115f64a9051,17,94997,2020-03-21,1,0
49ecbdc0-6465-4705-9c1a-7e27f6a82477,17,67667,2020-10-10,0,1
b942a84d-f56f-4719-9a52-a851329e78e6,17,38603,2020-07-22,0,1
a0633cb8-66c8-4794-be30-2c3b079ccf8d,18,61923,2020-09-14,1,1
